,number,value,datetime_start,datetime_complete,duration,params_alpha,params_batch_size,params_gamma,params_lambda,params_learning_rate,params_rank,state
90,90,0.808111395660916,2021-05-09 23:50:58.693319,2021-05-10 00:03:33.086819,0 days 00:12:34.393500,0.11802698134319925,1024,0.0024047141901627454,0.001,0.005,20.0,COMPLETE
91,91,0.8088681153074888,2021-05-10 00:03:33.088112,2021-05-10 00:20:59.850802,0 days 00:17:26.762690,0.11395350033662487,1024,0.0025127320527817388,0.001,0.005,40.0,COMPLETE
92,92,0.8074522961334707,2021-05-10 00:20:59.852109,2021-05-10 00:29:23.662282,0 days 00:08:23.810173,0.11817719616513292,1024,0.0020036335607713815,0.001,0.005,50.0,COMPLETE
93,93,0.8078739667064629,2021-05-10 00:29:23.663231,2021-05-10 00:44:00.564974,0 days 00:14:36.901743,0.11202986968296244,1024,0.002289672820236556,0.001,0.005,25.0,COMPLETE
94,94,0.808867593699679,2021-05-10 00:44:00.566441,2021-05-10 01:02:17.143983,0 days 00:18:16.577542,0.10715622211650609,1024,0.002420940094555846,0.001,0.005,45.0,COMPLETE
95,95,0.8085203784763713,2021-05-10 01:02:17.144915,2021-05-10 01:11:05.366132,0 days 00:08:48.221217,0.10310737607244613,1024,0.0027527277435222125,0.001,0.005,55.0,COMPLETE
96,96,0.8096114833320391,2021-05-10 01:11:05.367221,2021-05-10 01:19:27.454627,0 days 00:08:22.087406,0.11648697679151174,1024,0.002552029924986933,0.001,0.005,35.0,COMPLETE
97,97,0.8097899949542198,2021-05-10 01:19:27.455560,2021-05-10 01:34:05.033800,0 days 00:14:37.578240,0.115876669170348,1024,0.0028914517059649867,0.001,0.005,30.0,COMPLETE
98,98,0.8082112444679583,2021-05-10 01:34:05.034833,2021-05-10 01:45:00.305934,0 days 00:10:55.271101,0.11625388106547466,1024,0.003019295039261482,0.001,0.005,30.0,COMPLETE
99,99,0.8007795353104444,2021-05-10 01:45:00.306957,2021-05-10 01:56:26.840490,0 days 00:11:26.533533,0.12080066905173764,1024,0.003203366784002305,0.001,0.005,5.0,COMPLETE
