,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_clip,params_lambda,params_learning_rate,params_rank,state
68,68,0.8231822536853092,2021-04-22 17:26:10.477553,2021-04-22 17:38:46.456649,0 days 00:12:35.979096,1024,0.2829368226082011,0.0001,0.0005,160.0,COMPLETE
69,69,0.5045225229790924,2021-04-22 17:38:46.457640,2021-04-22 17:41:09.335840,0 days 00:02:22.878200,1024,0.44332191891662537,1.0,0.001,160.0,COMPLETE
70,70,0.6728946199150774,2021-04-22 17:41:09.336741,2021-04-22 17:51:35.345971,0 days 00:10:26.009230,128,0.2827245080101843,0.0001,0.0005,30.0,COMPLETE
71,71,0.8230219573255401,2021-04-22 17:51:35.347015,2021-04-22 18:05:51.259443,0 days 00:14:15.912428,1024,0.20116322949904764,0.0001,0.0005,155.0,COMPLETE
72,72,0.8232300455202907,2021-04-22 18:05:51.260316,2021-04-22 18:18:40.033730,0 days 00:12:48.773414,1024,0.1972270503745251,0.0001,0.0005,155.0,COMPLETE
73,73,0.8236129697323111,2021-04-22 18:18:40.034844,2021-04-22 18:31:02.335035,0 days 00:12:22.300191,1024,0.2565677407069936,0.0001,0.0005,155.0,COMPLETE
74,74,0.8232419527885004,2021-04-22 18:31:02.335979,2021-04-22 18:44:10.015494,0 days 00:13:07.679515,1024,0.18984105983635288,0.0001,0.0005,155.0,COMPLETE
75,75,0.8233870892004002,2021-04-22 18:44:10.016423,2021-04-22 18:57:16.659186,0 days 00:13:06.642763,1024,0.1950580385874935,0.0001,0.0005,155.0,COMPLETE
76,76,0.8234572409652555,2021-04-22 18:57:16.660059,2021-04-22 19:10:41.536325,0 days 00:13:24.876266,1024,0.23060936001917454,0.0001,0.0005,155.0,COMPLETE
77,77,0.5091727847631586,2021-04-22 19:10:41.537335,2021-04-22 19:12:07.847999,0 days 00:01:26.310664,1024,0.20315756382104916,0.1,0.0005,155.0,COMPLETE
78,78,0.506990582741373,2021-04-22 19:12:07.848866,2021-04-22 19:13:34.113885,0 days 00:01:26.265019,1024,0.3382962965251367,0.01,0.005,145.0,COMPLETE
79,79,0.8226977107881496,2021-04-22 19:13:34.114812,2021-04-22 19:27:33.316992,0 days 00:13:59.202180,1024,0.20829316409428877,0.0001,0.0005,165.0,COMPLETE
80,80,0.8235709847891883,2021-04-22 19:27:33.317952,2021-04-22 19:39:20.792060,0 days 00:11:47.474108,1024,0.2509604309132475,0.0001,0.0005,150.0,COMPLETE
81,81,0.823554351010898,2021-04-22 19:39:20.792942,2021-04-22 19:52:46.892082,0 days 00:13:26.099140,1024,0.25858143160120384,0.0001,0.0005,155.0,COMPLETE
82,82,0.8237000410703993,2021-04-22 19:52:46.893184,2021-04-22 20:06:09.841711,0 days 00:13:22.948527,1024,0.27007791518434265,0.0001,0.0005,150.0,COMPLETE
83,83,0.8236562606173462,2021-04-22 20:06:09.842566,2021-04-22 20:19:42.364247,0 days 00:13:32.521681,1024,0.27531477895021267,0.0001,0.0005,150.0,COMPLETE
84,84,0.82273942531543,2021-04-22 20:19:42.365226,2021-04-22 20:33:15.610481,0 days 00:13:33.245255,1024,0.5531097289652288,0.0001,0.0005,145.0,COMPLETE
85,85,0.8236508446109471,2021-04-22 20:33:15.611377,2021-04-22 20:47:05.609261,0 days 00:13:49.997884,1024,0.24077133804601775,0.0001,0.0005,150.0,COMPLETE
86,86,0.8233359716350339,2021-04-22 20:47:05.610221,2021-04-22 20:59:58.621568,0 days 00:12:53.011347,1024,0.24344255057430575,0.0001,0.0005,150.0,COMPLETE
87,87,0.799414520993425,2021-04-22 20:59:58.622519,2021-04-22 21:31:36.905630,0 days 00:31:38.283111,1024,0.23956350230462542,0.0001,0.0001,150.0,COMPLETE
88,88,0.8174023611183706,2021-04-22 21:31:36.906934,2021-04-22 21:38:52.570094,0 days 00:07:15.663160,1024,0.3218012595405324,0.001,0.0005,135.0,COMPLETE
89,89,0.8072389764815215,2021-04-22 21:38:52.571015,2021-04-22 22:03:14.211198,0 days 00:24:21.640183,256,0.5601987880771101,1e-05,0.001,145.0,COMPLETE
90,90,0.817642596758582,2021-04-22 22:03:14.212319,2021-04-22 22:23:15.972861,0 days 00:20:01.760542,512,0.38302700639761617,0.0001,0.0005,165.0,COMPLETE
91,91,0.8235550135937916,2021-04-22 22:23:15.974218,2021-04-22 22:36:28.290107,0 days 00:13:12.315889,1024,0.29781307222400377,0.0001,0.0005,150.0,COMPLETE
92,92,0.8232228532278363,2021-04-22 22:36:28.291102,2021-04-22 22:49:32.682490,0 days 00:13:04.391388,1024,0.24099183386435047,0.0001,0.0005,150.0,COMPLETE
93,93,0.8231399060517436,2021-04-22 22:49:32.683367,2021-04-22 23:01:37.443140,0 days 00:12:04.759773,1024,0.3819476450230837,0.0001,0.0005,135.0,COMPLETE
94,94,0.8234783026427671,2021-04-22 23:01:37.444269,2021-04-22 23:15:16.309934,0 days 00:13:38.865665,1024,0.2876682322451084,0.0001,0.0005,150.0,COMPLETE
95,95,0.8230904673714655,2021-04-22 23:15:16.310831,2021-04-22 23:27:55.746569,0 days 00:12:39.435738,1024,0.2756798128786994,0.0001,0.0005,140.0,COMPLETE
96,96,0.8224591706937182,2021-04-22 23:27:55.747656,2021-04-22 23:41:35.688669,0 days 00:13:39.941013,1024,0.6876151809325535,0.0001,0.0005,165.0,COMPLETE
97,97,0.8117770490123511,2021-04-22 23:41:35.689805,2021-04-22 23:43:20.567978,0 days 00:01:44.878173,1024,0.35310375422290086,0.0001,0.01,145.0,COMPLETE
98,98,0.8230465626040204,2021-04-22 23:43:20.569126,2021-04-22 23:55:52.749825,0 days 00:12:32.180699,1024,0.29975778812241577,0.0001,0.0005,170.0,COMPLETE
99,99,0.7909236263023868,2021-04-22 23:55:52.750844,2021-04-22 23:57:19.024997,0 days 00:01:26.274153,1024,0.5039696259892548,0.0001,0.05,150.0,COMPLETE
